observation,desired_goal,achieved_goal
"[[ 9.96184433e-01  9.96075449e-01  8.72729974e-02  8.85081859e-02
  -7.05439207e-02 -1.37369745e-01 -1.78433907e-04 -4.09952425e-03
   2.07918996e-01  2.79884061e-02  0.00000000e+00]]",[[-0.07054392 -0.13736975]],[[0.207919   0.02798841]]
