# {"t_start": 1687708283.503118, "env_id": "Point2DLargeEnv-v1"} 
r,l,t
-6.0,50,128.836081
-5.0,50,128.865062
-8.0,50,128.899291
-5.0,50,128.928791
-8.0,50,128.957212
-9.0,50,128.986494
-6.0,50,129.01632
-9.0,50,129.045777
-1.0,50,129.074389
0.0,50,129.10343
-8.0,50,129.133236
-2.0,50,129.162977
-6.0,50,129.190876
-12.0,50,129.218892
-8.0,50,129.247406
-6.0,50,129.275476
-8.0,50,129.734802
-4.0,50,129.763988
-8.0,50,129.793226
-5.0,50,129.822345
-9.0,50,129.852247
-7.0,50,129.886156
-8.0,50,129.916655
-5.0,50,129.94601
-7.0,50,129.974918
-1.0,50,130.004158
-4.0,50,130.033881
-10.0,50,130.062893
-2.0,50,130.092097
-6.0,50,130.121264
-8.0,50,130.150572
-4.0,50,130.179913
-7.0,50,130.209185
-1.0,50,130.238678
-4.0,50,130.267293
-2.0,50,130.296061
-9.0,50,130.325472
-2.0,50,130.354695
-6.0,50,130.389151
-10.0,50,130.419455
-6.0,50,130.448631
-4.0,50,130.477746
-7.0,50,130.50647
-5.0,50,130.53679
-3.0,50,130.566021
-4.0,50,130.596168
-7.0,50,130.624269
-6.0,50,130.653023
-7.0,50,130.681255
-10.0,50,130.709103
-8.0,50,130.737762
-4.0,50,130.766492
-6.0,50,130.795688
-3.0,50,130.823903
0.0,50,130.853275
-10.0,50,130.885975
-7.0,50,130.916268
-2.0,50,130.945696
-2.0,50,130.974961
-8.0,50,131.004093
-1.0,50,131.033775
-9.0,50,131.062951
-8.0,50,131.091546
-5.0,50,131.119765
-9.0,50,131.148637
-3.0,50,131.176548
-5.0,50,131.204614
-4.0,50,131.232859
-7.0,50,131.261735
-5.0,50,131.290387
-3.0,50,131.3195
-7.0,50,131.34878
-4.0,50,131.378842
-3.0,50,131.412003
-3.0,50,131.441286
-6.0,50,131.470374
-4.0,50,131.499438
-8.0,50,131.528911
-2.0,50,131.558392
-7.0,50,131.587503
-10.0,50,131.615949
-6.0,50,131.644331
-10.0,50,131.672706
-4.0,50,131.701588
-5.0,50,131.731166
-3.0,50,131.759696
-6.0,50,131.788098
-2.0,50,131.817231
-8.0,50,131.846567
-10.0,50,131.875881
-6.0,50,131.91076
-9.0,50,131.940216
-9.0,50,131.969177
0.0,50,131.998452
-3.0,50,132.027936
-6.0,50,132.056506
-4.0,50,132.085042
-3.0,50,132.113197
-1.0,50,132.142632
-7.0,50,132.170836
-3.0,50,132.199425
-7.0,50,132.228133
-7.0,50,132.257102
-4.0,50,132.286364
-8.0,50,132.315587
-6.0,50,132.345218
-3.0,50,132.373932
-2.0,50,132.406912
-5.0,50,132.436048
-7.0,50,132.465121
-5.0,50,132.493634
-7.0,50,132.522474
-5.0,50,132.553374
-3.0,50,132.581727
-3.0,50,132.609993
-8.0,50,132.638795
-6.0,50,133.09735
-6.0,50,133.127004
-4.0,50,133.156573
-7.0,50,133.185858
-2.0,50,133.215167
-8.0,50,133.244956
-1.0,50,133.273767
-7.0,50,133.304044
-7.0,50,133.333369
-6.0,50,133.362157
-2.0,50,133.396344
-6.0,50,133.425924
-4.0,50,133.454861
-3.0,50,133.483808
-5.0,50,133.513703
-1.0,50,133.543144
-9.0,50,133.572023
-8.0,50,133.600685
-4.0,50,133.630025
-6.0,50,133.659165
-7.0,50,133.688235
0.0,50,133.716452
-4.0,50,133.745062
-8.0,50,133.773407
-4.0,50,133.801731
0.0,50,133.829995
-4.0,50,133.858892
-4.0,50,133.894024
-9.0,50,133.927416
-6.0,50,133.956565
-10.0,50,133.985494
-1.0,50,134.014514
-5.0,50,134.043657
-2.0,50,134.072683
-5.0,50,134.101707
-2.0,50,134.130762
-8.0,50,134.159895
-5.0,50,134.188614
-7.0,50,134.21737
-9.0,50,134.245863
-2.0,50,134.275066
-2.0,50,134.30315
-8.0,50,134.331118
-12.0,50,134.359509
-10.0,50,134.395354
-10.0,50,134.428755
-1.0,50,134.457721
-1.0,50,134.486356
-1.0,50,134.515826
0.0,50,134.545115
-2.0,50,134.573838
-3.0,50,134.602971
-9.0,50,134.631827
-5.0,50,134.659921
-5.0,50,134.688712
-10.0,50,134.717094
-3.0,50,134.745786
-10.0,50,134.773926
0.0,50,134.802087
-4.0,50,134.830574
-3.0,50,134.859199
-5.0,50,134.89438
-3.0,50,134.928307
-7.0,50,134.957167
-10.0,50,134.985816
-7.0,50,135.015585
-7.0,50,135.044627
-10.0,50,135.073807
-5.0,50,135.102593
-2.0,50,135.131629
-3.0,50,135.160175
-2.0,50,135.187793
-7.0,50,135.216001
-3.0,50,135.244438
-8.0,50,135.272944
-5.0,50,135.3013
-9.0,50,135.329934
-4.0,50,135.359035
-4.0,50,135.392235
-3.0,50,135.421791
-5.0,50,135.450968
-3.0,50,135.479998
-7.0,50,135.509307
-3.0,50,135.539064
-9.0,50,135.568215
-9.0,50,135.597294
-9.0,50,135.626581
-6.0,50,135.656121
-5.0,50,135.685068
-6.0,50,135.712851
-8.0,50,135.740605
-9.0,50,135.768798
-6.0,50,135.797644
-9.0,50,135.825042
-10.0,50,135.85367
-5.0,50,135.885076
-5.0,50,135.916987
-4.0,50,135.94615
-10.0,50,135.974889
0.0,50,136.003845
-8.0,50,136.463586
-3.0,50,136.492925
-3.0,50,136.52187
-10.0,50,136.552666
-5.0,50,136.583544
-7.0,50,136.613157
-8.0,50,136.643048
-2.0,50,136.672037
-8.0,50,136.700571
0.0,50,136.729114
-6.0,50,136.758444
-4.0,50,136.787556
-3.0,50,136.816968
-3.0,50,136.846323
-8.0,50,136.875095
-8.0,50,136.90945
-1.0,50,136.938448
-5.0,50,136.967459
-8.0,50,136.99609
-7.0,50,137.025787
-10.0,50,137.054806
-8.0,50,137.08401
-4.0,50,137.112762
-9.0,50,137.143162
-7.0,50,137.172102
-8.0,50,137.20064
-7.0,50,137.229787
-5.0,50,137.259135
-5.0,50,137.288342
-9.0,50,137.316965
-5.0,50,137.346242
-9.0,50,137.375072
-7.0,50,137.411689
-8.0,50,137.440487
0.0,50,137.46804
-5.0,50,137.495831
-8.0,50,137.523745
-7.0,50,137.552494
-8.0,50,137.581198
-8.0,50,137.610203
-7.0,50,137.63918
-3.0,50,137.668299
-2.0,50,137.697289
-5.0,50,137.726255
-4.0,50,137.755565
-7.0,50,137.784655
-11.0,50,137.813296
-9.0,50,137.842035
-10.0,50,137.870629
-1.0,50,137.905402
-5.0,50,137.934049
-3.0,50,137.963065
-8.0,50,137.990787
-8.0,50,138.019531
-3.0,50,138.048644
-8.0,50,138.07861
-10.0,50,138.108063
-5.0,50,138.1378
-7.0,50,138.167285
0.0,50,138.196875
-8.0,50,138.227958
-6.0,50,138.257042
-1.0,50,138.2865
-5.0,50,138.315689
-4.0,50,138.345303
-10.0,50,138.374374
-1.0,50,138.409683
-4.0,50,138.439139
-4.0,50,138.467965
-1.0,50,138.4973
-1.0,50,138.525744
-4.0,50,138.556479
-4.0,50,138.584647
-4.0,50,138.613067
-3.0,50,138.641253
-8.0,50,138.66944
-11.0,50,138.697768
-8.0,50,138.72607
-9.0,50,138.757102
-1.0,50,138.785844
-7.0,50,138.81506
-10.0,50,138.844559
-7.0,50,138.873286
-7.0,50,138.907947
-9.0,50,138.937392
-11.0,50,138.965972
-10.0,50,138.995229
-5.0,50,139.024267
-9.0,50,139.052801
-6.0,50,139.081093
-10.0,50,139.109308
-7.0,50,139.137546
-4.0,50,139.165265
0.0,50,139.193062
-5.0,50,139.221021
-7.0,50,139.249589
-2.0,50,139.278317
-1.0,50,139.306459
0.0,50,139.335596
-8.0,50,139.364519
-6.0,50,139.828601
-1.0,50,139.857473
-7.0,50,139.892097
-3.0,50,139.92341
-9.0,50,139.95206
-5.0,50,139.980677
0.0,50,140.009094
-4.0,50,140.038417
-8.0,50,140.066938
-8.0,50,140.0955
-5.0,50,140.124299
-6.0,50,140.152868
-2.0,50,140.181139
-2.0,50,140.208706
-4.0,50,140.237015
-5.0,50,140.264762
-6.0,50,140.29216
-8.0,50,140.319889
-7.0,50,140.3484
-6.0,50,140.377367
-1.0,50,140.409625
-10.0,50,140.438612
-3.0,50,140.467436
-8.0,50,140.495741
-8.0,50,140.524554
-9.0,50,140.553839
-5.0,50,140.582393
-7.0,50,140.611145
-7.0,50,140.639676
-3.0,50,140.668184
-8.0,50,140.696571
-9.0,50,140.724734
-10.0,50,140.75336
-7.0,50,140.78108
-9.0,50,140.808887
-9.0,50,140.837637
-5.0,50,140.865107
-10.0,50,140.898197
0.0,50,140.927139
-5.0,50,140.956011
-5.0,50,140.984261
-3.0,50,141.012485
-3.0,50,141.042403
-5.0,50,141.072673
-7.0,50,141.102439
-10.0,50,141.130803
-7.0,50,141.160133
-9.0,50,141.188414
-4.0,50,141.216994
-4.0,50,141.245718
-7.0,50,141.273332
-3.0,50,141.301622
-8.0,50,141.330366
-11.0,50,141.35953
-10.0,50,141.393319
-10.0,50,141.429142
-2.0,50,141.460738
-10.0,50,141.488158
-8.0,50,141.515898
-1.0,50,141.544312
-2.0,50,141.572179
-4.0,50,141.600881
-7.0,50,141.62937
-9.0,50,141.657896
-4.0,50,141.685781
-11.0,50,141.713397
-5.0,50,141.741209
-9.0,50,141.769345
-6.0,50,141.796854
0.0,50,141.824524
-6.0,50,141.852685
-10.0,50,141.881539
-3.0,50,141.914294
-1.0,50,141.94289
-8.0,50,141.970707
-3.0,50,141.999294
-6.0,50,142.027686
0.0,50,142.056359
-3.0,50,142.085136
-7.0,50,142.113403
-7.0,50,142.142458
-3.0,50,142.171531
-7.0,50,142.199365
-3.0,50,142.228308
-10.0,50,142.257003
-9.0,50,142.285172
-4.0,50,142.313802
-7.0,50,142.342383
-4.0,50,142.370654
-6.0,50,142.402188
-9.0,50,142.430363
-4.0,50,142.460007
-8.0,50,142.488838
-2.0,50,142.516595
-8.0,50,142.546268
-8.0,50,142.574149
-5.0,50,142.602977
-9.0,50,142.631006
-8.0,50,142.660442
-10.0,50,142.691376
-2.0,50,143.177955
-2.0,50,143.215366
-4.0,50,143.247828
-8.0,50,143.284985
0.0,50,143.318259
-3.0,50,143.352739
-5.0,50,143.392934
-2.0,50,143.426636
-6.0,50,143.459248
-7.0,50,143.492439
0.0,50,143.52183
-4.0,50,143.5517
-3.0,50,143.580631
-6.0,50,143.609632
-4.0,50,143.638489
-3.0,50,143.668522
-3.0,50,143.698364
-4.0,50,143.730025
-9.0,50,143.762178
-6.0,50,143.795305
-5.0,50,143.827653
-5.0,50,143.861596
-1.0,50,143.902647
-3.0,50,143.939593
-7.0,50,143.974716
-9.0,50,144.008447
-9.0,50,144.043651
-7.0,50,144.079235
-6.0,50,144.115167
-4.0,50,144.150064
-8.0,50,144.186946
-6.0,50,144.221943
-9.0,50,144.257547
-6.0,50,144.28945
0.0,50,144.322878
-5.0,50,144.356245
-8.0,50,144.394896
-4.0,50,144.426806
-2.0,50,144.456892
-4.0,50,144.494728
-7.0,50,144.52923
-9.0,50,144.56547
-1.0,50,144.596995
-8.0,50,144.627476
-5.0,50,144.657552
-3.0,50,144.687126
-5.0,50,144.717205
-5.0,50,144.747177
-6.0,50,144.777959
-6.0,50,144.806841
-3.0,50,144.836504
0.0,50,144.87026
0.0,50,144.911523
-4.0,50,144.945576
-6.0,50,144.980269
0.0,50,145.011089
-8.0,50,145.041606
-8.0,50,145.072255
-5.0,50,145.102186
-11.0,50,145.13177
-3.0,50,145.162779
-8.0,50,145.191596
-3.0,50,145.220942
-7.0,50,145.250686
-3.0,50,145.279548
-7.0,50,145.309195
-5.0,50,145.339906
-2.0,50,145.370257
-2.0,50,145.406913
-8.0,50,145.438921
-7.0,50,145.469917
-9.0,50,145.499279
-5.0,50,145.528805
-2.0,50,145.558442
-8.0,50,145.591208
-8.0,50,145.625506
-5.0,50,145.660617
-7.0,50,145.69552
-2.0,50,145.727203
0.0,50,145.760587
-6.0,50,145.78953
-7.0,50,145.819077
-1.0,50,145.848235
-10.0,50,145.878305
-2.0,50,145.912578
-5.0,50,145.942007
-2.0,50,145.971052
-11.0,50,146.000301
-7.0,50,146.031935
-11.0,50,146.064637
-6.0,50,146.097913
-3.0,50,146.128413
-8.0,50,146.159256
-8.0,50,146.189134
-5.0,50,146.220601
-6.0,50,146.251109
-9.0,50,146.280833
-6.0,50,146.309948
-1.0,50,146.339294
0.0,50,146.369356
-5.0,50,146.910046
-12.0,50,146.941891
-3.0,50,146.976917
-4.0,50,147.016364
-11.0,50,147.049214
-7.0,50,147.081304
-5.0,50,147.112403
-2.0,50,147.149116
-11.0,50,147.183638
-9.0,50,147.215417
-8.0,50,147.246814
-5.0,50,147.278855
-10.0,50,147.309011
-9.0,50,147.342854
-8.0,50,147.38728
-7.0,50,147.421987
0.0,50,147.45181
-5.0,50,147.482765
-3.0,50,147.51403
-2.0,50,147.549406
-8.0,50,147.586411
-7.0,50,147.618268
-8.0,50,147.649838
-8.0,50,147.689798
-5.0,50,147.724445
-7.0,50,147.764153
-5.0,50,147.794391
-8.0,50,147.825509
-3.0,50,147.855107
-8.0,50,147.889334
-2.0,50,147.921688
-7.0,50,147.951647
-9.0,50,147.986843
-6.0,50,148.023903
-5.0,50,148.056049
-11.0,50,148.086576
-10.0,50,148.117862
-5.0,50,148.147853
-2.0,50,148.177608
-7.0,50,148.207659
-2.0,50,148.237911
-3.0,50,148.268991
0.0,50,148.299153
-2.0,50,148.337039
-5.0,50,148.373866
-5.0,50,148.410078
-3.0,50,148.443838
-5.0,50,148.475141
-8.0,50,148.506127
-4.0,50,148.536582
-1.0,50,148.567816
-8.0,50,148.597649
-6.0,50,148.629165
-4.0,50,148.664589
-8.0,50,148.700506
-2.0,50,148.732114
-10.0,50,148.763452
-5.0,50,148.793772
0.0,50,148.824328
-6.0,50,148.855224
-10.0,50,148.889798
-4.0,50,148.923295
-7.0,50,148.953623
-9.0,50,148.983718
-9.0,50,149.013993
-3.0,50,149.044074
-3.0,50,149.073577
-7.0,50,149.102516
-8.0,50,149.132428
-6.0,50,149.163179
-8.0,50,149.192374
-10.0,50,149.221181
-2.0,50,149.251199
-6.0,50,149.28035
-7.0,50,149.310135
0.0,50,149.339353
-3.0,50,149.368684
-5.0,50,149.403935
-3.0,50,149.432955
-11.0,50,149.470576
-4.0,50,149.503047
-7.0,50,149.534026
-9.0,50,149.563937
-4.0,50,149.594175
-2.0,50,149.623886
-1.0,50,149.653578
-4.0,50,149.683796
-3.0,50,149.713672
-10.0,50,149.744001
-9.0,50,149.77482
-8.0,50,149.805028
-6.0,50,149.837101
-4.0,50,149.875375
-8.0,50,149.910216
-3.0,50,149.94407
-7.0,50,149.975152
-5.0,50,150.005619
-4.0,50,150.036402
-3.0,50,150.06953
-9.0,50,150.103018
-3.0,50,150.62661
-3.0,50,150.659409
-2.0,50,150.689975
-7.0,50,150.718956
-4.0,50,150.749185
-11.0,50,150.779333
-6.0,50,150.808261
-5.0,50,150.838183
-3.0,50,150.874112
-1.0,50,150.917093
-4.0,50,150.950757
-2.0,50,150.980932
-4.0,50,151.013649
-1.0,50,151.056612
-8.0,50,151.096846
-4.0,50,151.128793
-7.0,50,151.160751
-5.0,50,151.192394
-5.0,50,151.222339
-8.0,50,151.254259
-6.0,50,151.28807
-5.0,50,151.319821
-7.0,50,151.358431
0.0,50,151.410498
-9.0,50,151.44903
-5.0,50,151.489648
-4.0,50,151.525605
-6.0,50,151.558049
-8.0,50,151.588813
-1.0,50,151.618197
-6.0,50,151.648409
-2.0,50,151.678331
-8.0,50,151.707523
-10.0,50,151.737097
-10.0,50,151.768184
-3.0,50,151.798245
-3.0,50,151.828856
-8.0,50,151.860323
0.0,50,151.898355
-9.0,50,151.935169
-8.0,50,151.972055
-8.0,50,152.007876
-1.0,50,152.038355
0.0,50,152.066339
-4.0,50,152.093535
-5.0,50,152.120832
-5.0,50,152.148884
-9.0,50,152.178741
-7.0,50,152.207957
-8.0,50,152.239121
-5.0,50,152.271687
-2.0,50,152.306827
-4.0,50,152.349504
-5.0,50,152.394748
-10.0,50,152.436988
-9.0,50,152.469634
-7.0,50,152.502001
-11.0,50,152.532284
0.0,50,152.564399
-9.0,50,152.595797
-8.0,50,152.625845
-8.0,50,152.657652
-3.0,50,152.687885
-11.0,50,152.718904
0.0,50,152.750582
-8.0,50,152.792138
-5.0,50,152.83656
-6.0,50,152.880728
-7.0,50,152.927653
-12.0,50,152.966607
-4.0,50,153.001345
-1.0,50,153.034279
-6.0,50,153.065463
-7.0,50,153.096318
-8.0,50,153.126701
-8.0,50,153.157719
-12.0,50,153.188167
-3.0,50,153.21875
-7.0,50,153.25011
-6.0,50,153.291493
-8.0,50,153.335934
-7.0,50,153.380076
-1.0,50,153.425872
-10.0,50,153.464414
-7.0,50,153.500557
-8.0,50,153.531018
-12.0,50,153.558798
-11.0,50,153.585944
-9.0,50,153.613889
-1.0,50,153.641936
-7.0,50,153.671723
-3.0,50,153.702635
-3.0,50,153.735223
-6.0,50,153.772126
0.0,50,153.808401
-4.0,50,153.842957
-3.0,50,153.873719
-9.0,50,153.912395
-1.0,50,153.940604
-7.0,50,153.970134
-2.0,50,154.463959
0.0,50,154.496405
-10.0,50,154.531467
-7.0,50,154.568612
-2.0,50,154.603547
-8.0,50,154.639053
-9.0,50,154.675136
-11.0,50,154.710438
-5.0,50,154.744157
-7.0,50,154.776623
-3.0,50,154.80782
-9.0,50,154.837733
-4.0,50,154.868908
-11.0,50,154.903929
-2.0,50,154.935455
-8.0,50,154.975689
-9.0,50,155.009692
-7.0,50,155.04066
-9.0,50,155.070941
-6.0,50,155.100329
-4.0,50,155.131497
-6.0,50,155.164552
-10.0,50,155.202807
-2.0,50,155.234821
-3.0,50,155.268407
-7.0,50,155.301616
-1.0,50,155.331466
-4.0,50,155.363962
-6.0,50,155.407429
-5.0,50,155.449583
-6.0,50,155.480823
0.0,50,155.511184
0.0,50,155.541603
-6.0,50,155.582254
-5.0,50,155.617627
0.0,50,155.648565
-4.0,50,155.68002
-11.0,50,155.712988
-8.0,50,155.747238
0.0,50,155.787987
-7.0,50,155.820588
-5.0,50,155.854818
-3.0,50,155.89084
-1.0,50,155.926118
-12.0,50,155.964256
0.0,50,155.999796
-7.0,50,156.030801
-8.0,50,156.063096
-2.0,50,156.093579
-1.0,50,156.13029
-4.0,50,156.169689
-8.0,50,156.201012
-9.0,50,156.232489
-8.0,50,156.265497
0.0,50,156.295854
-3.0,50,156.33293
0.0,50,156.368891
-11.0,50,156.409859
0.0,50,156.449152
-4.0,50,156.479849
-1.0,50,156.510647
-5.0,50,156.550134
-3.0,50,156.587704
-7.0,50,156.622776
-5.0,50,156.653649
-5.0,50,156.6846
-1.0,50,156.716335
-6.0,50,156.747772
-4.0,50,156.781794
-6.0,50,156.814399
-5.0,50,156.846622
0.0,50,156.890233
-12.0,50,156.931886
-9.0,50,156.967864
-9.0,50,157.002268
-4.0,50,157.035111
-8.0,50,157.070232
-4.0,50,157.103501
-8.0,50,157.144151
-5.0,50,157.184225
-6.0,50,157.219096
-10.0,50,157.250218
-3.0,50,157.281244
-5.0,50,157.311236
-9.0,50,157.341909
-5.0,50,157.374048
-6.0,50,157.411209
-7.0,50,157.440292
-9.0,50,157.473047
-9.0,50,157.503454
-6.0,50,157.534683
-10.0,50,157.574924
-9.0,50,157.615576
-7.0,50,157.648699
-7.0,50,157.679815
-3.0,50,157.709479
-8.0,50,157.74037
-7.0,50,157.771022
-5.0,50,157.806089
-8.0,50,157.843546
0.0,50,158.376925
-3.0,50,158.419626
-7.0,50,158.455426
0.0,50,158.48693
-12.0,50,158.517601
-7.0,50,158.549542
-7.0,50,158.580894
-9.0,50,158.621024
-6.0,50,158.654925
-11.0,50,158.685293
-9.0,50,158.715959
-5.0,50,158.74687
0.0,50,158.777315
-10.0,50,158.810982
-6.0,50,158.846859
-2.0,50,158.877495
-11.0,50,158.919186
-3.0,50,158.948742
-5.0,50,158.979377
-7.0,50,159.010598
-2.0,50,159.047711
-1.0,50,159.080217
-10.0,50,159.111228
-5.0,50,159.143387
-6.0,50,159.174032
-8.0,50,159.206316
-2.0,50,159.237655
-6.0,50,159.270156
-7.0,50,159.302241
-2.0,50,159.335196
-9.0,50,159.371982
-9.0,50,159.411384
-1.0,50,159.444402
-8.0,50,159.479861
-4.0,50,159.509509
-5.0,50,159.548218
-5.0,50,159.583542
-8.0,50,159.623544
-6.0,50,159.676476
-2.0,50,159.724982
-8.0,50,159.774434
-7.0,50,159.818074
-2.0,50,159.859035
-5.0,50,159.909515
-2.0,50,159.947587
-2.0,50,159.978213
-7.0,50,160.008356
-3.0,50,160.037597
-12.0,50,160.068719
-5.0,50,160.098898
0.0,50,160.135074
-10.0,50,160.170376
-10.0,50,160.200965
-8.0,50,160.231572
-7.0,50,160.262083
-2.0,50,160.292788
-3.0,50,160.321686
-8.0,50,160.352634
-8.0,50,160.385438
-5.0,50,160.418973
-10.0,50,160.452114
-3.0,50,160.484705
-5.0,50,160.517177
-6.0,50,160.54923
-8.0,50,160.580187
0.0,50,160.609766
-8.0,50,160.639518
-6.0,50,160.66911
-4.0,50,160.697647
-7.0,50,160.728735
-1.0,50,160.75793
-6.0,50,160.791915
-4.0,50,160.826626
-6.0,50,160.855806
-6.0,50,160.889697
-8.0,50,160.922925
-4.0,50,160.953284
-5.0,50,160.985604
-6.0,50,161.017651
-8.0,50,161.049396
-8.0,50,161.084629
-9.0,50,161.117212
-5.0,50,161.148997
-5.0,50,161.179647
-9.0,50,161.208559
-8.0,50,161.23855
-7.0,50,161.270746
-7.0,50,161.301225
-11.0,50,161.331323
-7.0,50,161.361416
-8.0,50,161.392763
-11.0,50,161.421013
-9.0,50,161.448493
-9.0,50,161.476102
-5.0,50,161.505716
-11.0,50,161.534228
-9.0,50,161.564895
0.0,50,161.597073
-6.0,50,161.629204
-8.0,50,161.662412
-2.0,50,162.165479
-4.0,50,162.195466
-2.0,50,162.228659
-3.0,50,162.259642
-8.0,50,162.28983
-6.0,50,162.319454
-5.0,50,162.350301
-4.0,50,162.382138
-7.0,50,162.417495
-7.0,50,162.449298
-8.0,50,162.480514
-4.0,50,162.509696
-7.0,50,162.539684
-6.0,50,162.570626
-6.0,50,162.601691
-9.0,50,162.632412
-6.0,50,162.664348
-2.0,50,162.693466
-8.0,50,162.724005
-3.0,50,162.754173
-10.0,50,162.785345
-3.0,50,162.815911
-8.0,50,162.846081
-1.0,50,162.876328
-4.0,50,162.910852
-6.0,50,162.940782
-8.0,50,162.972633
-6.0,50,163.002309
-7.0,50,163.031893
-3.0,50,163.062107
-2.0,50,163.091916
-8.0,50,163.121722
-3.0,50,163.152523
-9.0,50,163.183455
-2.0,50,163.212888
-10.0,50,163.242764
-9.0,50,163.274123
0.0,50,163.305468
-9.0,50,163.334692
-5.0,50,163.364635
-5.0,50,163.39997
-5.0,50,163.430973
-5.0,50,163.464198
-3.0,50,163.494366
-11.0,50,163.524495
-3.0,50,163.553553
-5.0,50,163.583771
-7.0,50,163.61317
-9.0,50,163.644515
-8.0,50,163.674435
-6.0,50,163.701812
-6.0,50,163.729409
-6.0,50,163.757275
-4.0,50,163.786961
-6.0,50,163.814196
-4.0,50,163.841686
-8.0,50,163.872077
-1.0,50,163.908815
-7.0,50,163.938092
-2.0,50,163.972126
0.0,50,164.008116
-5.0,50,164.043029
-6.0,50,164.080405
-4.0,50,164.113488
-7.0,50,164.140824
-5.0,50,164.171203
-5.0,50,164.19894
-7.0,50,164.22643
-2.0,50,164.255171
-10.0,50,164.283796
-7.0,50,164.312792
-7.0,50,164.341176
-8.0,50,164.370208
-10.0,50,164.403491
-5.0,50,164.432701
-3.0,50,164.462418
-3.0,50,164.489251
-4.0,50,164.516178
-9.0,50,164.544774
-2.0,50,164.572422
-6.0,50,164.60038
-4.0,50,164.627522
0.0,50,164.656076
-6.0,50,164.684233
-10.0,50,164.712761
-9.0,50,164.740686
-4.0,50,164.768851
-6.0,50,164.797128
-7.0,50,164.825629
-1.0,50,164.855079
0.0,50,164.884471
-5.0,50,164.917439
-7.0,50,164.945667
0.0,50,164.973765
-9.0,50,165.002211
-10.0,50,165.030187
-9.0,50,165.058143
-7.0,50,165.085744
0.0,50,165.113632
-11.0,50,165.141573
-4.0,50,165.593958
-8.0,50,165.630286
-1.0,50,165.666099
-9.0,50,165.704347
-8.0,50,165.742775
0.0,50,165.77959
-5.0,50,165.81649
-2.0,50,165.8499
-7.0,50,165.881091
-2.0,50,165.916741
-5.0,50,165.944911
0.0,50,165.973523
-10.0,50,166.001753
-9.0,50,166.030244
-5.0,50,166.059081
0.0,50,166.08638
-11.0,50,166.115291
0.0,50,166.143472
-5.0,50,166.172813
-5.0,50,166.200854
-7.0,50,166.231397
-6.0,50,166.26427
-4.0,50,166.300545
-2.0,50,166.335319
-7.0,50,166.369945
-3.0,50,166.411836
-6.0,50,166.442115
-9.0,50,166.471356
-1.0,50,166.498401
-8.0,50,166.526321
-1.0,50,166.554182
-8.0,50,166.582598
-8.0,50,166.612535
-8.0,50,166.640964
-9.0,50,166.669581
-3.0,50,166.697475
-4.0,50,166.724171
-7.0,50,166.751248
-7.0,50,166.779373
-9.0,50,166.806719
-6.0,50,166.833189
-10.0,50,166.862297
-7.0,50,166.894324
-2.0,50,166.922218
-10.0,50,166.949422
-10.0,50,166.977795
-4.0,50,167.005949
-8.0,50,167.032971
-7.0,50,167.060331
-8.0,50,167.08708
-7.0,50,167.115012
-4.0,50,167.141973
-8.0,50,167.169434
-7.0,50,167.196875
-8.0,50,167.224351
-9.0,50,167.252094
-2.0,50,167.279819
-9.0,50,167.308612
-9.0,50,167.336001
-7.0,50,167.365075
-8.0,50,167.39782
-8.0,50,167.426759
-9.0,50,167.455273
-9.0,50,167.483612
-3.0,50,167.51186
-2.0,50,167.542507
-5.0,50,167.572355
-4.0,50,167.600544
-8.0,50,167.628989
-10.0,50,167.658447
0.0,50,167.688156
-4.0,50,167.717281
-3.0,50,167.746343
-10.0,50,167.775638
-3.0,50,167.805084
-7.0,50,167.834706
-4.0,50,167.864192
-11.0,50,167.897954
-4.0,50,167.927958
-2.0,50,167.95669
-7.0,50,167.985865
-7.0,50,168.015032
-11.0,50,168.045109
-9.0,50,168.074444
-5.0,50,168.103678
-8.0,50,168.132626
-4.0,50,168.162594
-10.0,50,168.191315
-4.0,50,168.220764
-9.0,50,168.249103
-5.0,50,168.278336
-7.0,50,168.307455
0.0,50,168.336636
-7.0,50,168.365753
-1.0,50,168.402667
-3.0,50,168.43227
-3.0,50,168.461694
0.0,50,168.491005
-10.0,50,168.520208
-7.0,50,168.549826
-3.0,50,169.01449
-8.0,50,169.043632
-10.0,50,169.073446
-3.0,50,169.102253
-1.0,50,169.131478
-2.0,50,169.160526
-6.0,50,169.189889
-4.0,50,169.218728
-6.0,50,169.247529
-8.0,50,169.276884
-7.0,50,169.305797
-4.0,50,169.335173
-3.0,50,169.364349
-7.0,50,169.398786
-5.0,50,169.428569
-2.0,50,169.45765
-7.0,50,169.487065
-5.0,50,169.516651
-3.0,50,169.54571
-5.0,50,169.5746
-5.0,50,169.602708
-5.0,50,169.631614
-6.0,50,169.660558
0.0,50,169.689616
-3.0,50,169.718372
-10.0,50,169.74741
-4.0,50,169.776257
-3.0,50,169.805208
-7.0,50,169.833678
-8.0,50,169.862407
-6.0,50,169.898296
-9.0,50,169.929118
-2.0,50,169.95847
-8.0,50,169.987392
-9.0,50,170.017164
-4.0,50,170.04715
-9.0,50,170.07682
0.0,50,170.111413
-4.0,50,170.146133
-7.0,50,170.181218
-7.0,50,170.215396
-6.0,50,170.245579
-6.0,50,170.274153
-9.0,50,170.302058
-6.0,50,170.331023
-6.0,50,170.360263
-7.0,50,170.3953
-7.0,50,170.433839
-5.0,50,170.467194
-6.0,50,170.504638
-8.0,50,170.538395
-4.0,50,170.571658
