9.997131228446960449e-01,9.994665384292602539e-01,2.395198866724967957e-02,-3.265864029526710510e-02,-1.571929752826690674e-01,1.107619479298591614e-01,1.793861627578735352e+00,1.123351931571960449e+00,2.099671512842178345e-01,1.435002312064170837e-03,0.000000000000000000e+00,4.535047113895416260e-01,2.830658853054046631e-01
9.966775178909301758e-01,9.989975094795227051e-01,8.144927024841308594e-02,-4.476515576243400574e-02,-1.571929752826690674e-01,1.107619479298591614e-01,3.957461833953857422e+00,-2.323428630828857422e+00,2.095934897661209106e-01,1.218724716454744339e-02,0.000000000000000000e+00,5.555645227432250977e-01,-8.646615743637084961e-01
9.848905801773071289e-01,9.983409643173217773e-01,1.731777936220169067e-01,-5.757851153612136841e-02,-1.571929752826690674e-01,1.107619479298591614e-01,5.289677619934082031e+00,1.029232144355773926e+00,2.077444791793823242e-01,3.009510412812232971e-02,0.000000000000000000e+00,3.568836450576782227e-01,8.352316617965698242e-01
9.591623544692993164e-01,9.999052286148071289e-01,2.828560173511505127e-01,-1.376885920763015747e-02,-1.571929752826690674e-01,1.107619479298591614e-01,5.979540348052978516e+00,3.347151041030883789e+00,2.018429636955261230e-01,5.794248357415199280e-02,0.000000000000000000e+00,2.010656595230102539e-01,5.906063914299011230e-01
9.166378974914550781e-01,9.971809983253479004e-01,3.997186124324798584e-01,7.503362745046615601e-02,-1.571929752826690674e-01,1.107619479298591614e-01,6.462800979614257812e+00,5.532913208007812500e+00,1.889112144708633423e-01,9.138134121894836426e-02,0.000000000000000000e+00,1.522717028856277466e-01,5.688019394874572754e-01
8.570498824119567871e-01,9.788101911544799805e-01,5.152333974838256836e-01,2.047696709632873535e-01,-1.571929752826690674e-01,1.107619479298591614e-01,6.543965816497802734e+00,7.572701930999755859e+00,1.663780212402343750e-01,1.263020932674407959e-01,0.000000000000000000e+00,5.301017314195632935e-02,5.428306460380554199e-01
7.736596465110778809e-01,9.226498007774353027e-01,6.336014270782470703e-01,3.856388330459594727e-01,-1.571929752826690674e-01,1.107619479298591614e-01,7.943402290344238281e+00,1.138176822662353516e+01,1.290107518434524536e-01,1.604825705289840698e-01,0.000000000000000000e+00,3.867625594139099121e-01,1.000000000000000000e+00
6.446410417556762695e-01,8.053484559059143066e-01,7.644853591918945312e-01,5.928016901016235352e-01,-1.571929752826690674e-01,1.107619479298591614e-01,1.045268249511718750e+01,1.247788047790527344e+01,7.172350585460662842e-02,1.862081289291381836e-01,0.000000000000000000e+00,6.739009618759155273e-01,3.340080082416534424e-01
4.599458575248718262e-01,6.188932061195373535e-01,8.879469633102416992e-01,7.854751348495483398e-01,-1.571929752826690674e-01,1.107619479298591614e-01,1.180492687225341797e+01,1.440868568420410156e+01,5.881086108274757862e-04,1.889853030443191528e-01,0.000000000000000000e+00,3.938465118408203125e-01,5.502233505249023438e-01
2.799489200115203857e-01,3.690879046916961670e-01,9.600148797035217285e-01,9.293944835662841797e-01,-1.571929752826690674e-01,1.107619479298591614e-01,7.628218173980712891e+00,1.452147674560546875e+01,-5.878765881061553955e-02,1.635969281196594238e-01,0.000000000000000000e+00,-9.970226883888244629e-01,1.003241389989852905e-01
1.343811005353927612e-01,5.762550607323646545e-02,9.909297227859497070e-01,9.983382821083068848e-01,-1.571929752826690674e-01,1.107619479298591614e-01,7.268329143524169922e+00,1.750557327270507812e+01,-9.453114867210388184e-02,1.201328337192535400e-01,0.000000000000000000e+00,-5.316703766584396362e-02,8.262847065925598145e-01
