 -2.2097141e-02  9.6882761e-02 -1.2513905e-07  1.2030154e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -1.2358416e-07  1.2529503e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.76932597e-01 -5.46964765e-01  6.29583776e-01  8.37155640e-01
 -2.20971406e-02  9.68827605e-02 -1.18372576e-07  1.15438866e-07
 -2.70283222e-02  9.66242477e-02  0.00000000e+00]"
"[ 7.76932597e-01 -5.46964765e-01  6.29583776e-01  8.37155640e-01
 -2.20971406e-02  9.68827605e-02 -1.16951604e-07  1.20528654e-07
 -2.70283204e-02  9.66242477e-02  0.00000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02  4.1808607e-07  1.2917718e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02  3.9305458e-08  4.5511349e-08
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -4.8114568e-08  1.4786920e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -1.4670444e-07  1.8919872e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -9.7716068e-08  1.6332447e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -1.4462901e-07  1.3796755e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -9.5683717e-08  1.4998410e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -1.3987423e-07  1.6914298e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -1.3710479e-07  1.5104354e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02 -1.3992369e-07  1.9968047e-07
 -2.7028320e-02  9.6624248e-02  0.0000000e+00]"
"[ 7.7693260e-01 -5.4696476e-01  6.2958378e-01  8.3715564e-01
 -2.2097141e-02  9.6882761e-02  4.4810201e-07  2.3994806e-07
 -2.7028322e-02  9.6624248e-02  0.0000000e+00]"
