-0.79404795,-1.0,0.99878275,0.9915605,-0.049325217,-0.12964477,0.14005561,-0.1005904,-3.1430037,-3.9596171,0.20811439,-0.024551548,0.0
-0.7379425,-1.0,0.9900961,0.9693726,-0.14039126,-0.24559474,0.14005561,-0.1005904,-5.998657,-7.8396974,0.20079315,-0.055753004,0.0
0.25020686,-0.3905499,0.9689854,0.91354126,-0.24711815,-0.4067461,0.14005561,-0.1005904,-4.889905,-9.231279,0.18321481,-0.09289937,0.0
0.55758363,0.16249178,0.94784,0.82801735,-0.31874666,-0.56070244,0.14005561,-0.1005904,-2.587922,-8.405918,0.1614542,-0.11936868,0.0
0.7461254,-0.10147299,0.9407243,0.7208807,-0.33917215,-0.6930592,0.14005561,-0.1005904,0.41497186,-8.642304,0.14281008,-0.13253179,0.0
-0.44089594,0.8189091,0.9375302,0.6182246,-0.3479038,-0.78600144,0.14005561,-0.1005904,-1.3388708,-5.2281075,0.1274292,-0.13950804,0.0
0.6723125,0.6227554,0.937589,0.55444086,-0.34774545,-0.8322231,0.14005561,-0.1005904,1.3468592,-2.6595442,0.11910411,-0.14181578,0.0
0.6496661,0.67563295,0.9545313,0.53276336,-0.29811063,-0.84626424,0.14005561,-0.1005904,3.8899524,0.0676314,0.12363896,-0.1361396,0.0
0.48291957,0.24475566,0.97875094,0.5420888,-0.20505264,-0.8403212,0.14005561,-0.1005904,5.723451,1.0349827,0.13728231,-0.12320489,0.0
-0.033714574,-0.67980415,0.99553674,0.53660583,-0.09437447,-0.843833,0.14005561,-0.1005904,5.4776187,-1.6770666,0.1495581,-0.10741468,0.0
-0.9439724,-0.86468285,0.99972355,0.47842577,-0.023512175,-0.878128,0.14005561,-0.1005904,1.6352146,-5.066516,0.15031649,-0.10015284,0.0
0.08041047,-0.09739343,0.9999273,0.38450113,0.012057791,-0.92312455,0.14005561,-0.1005904,1.9210773,-5.3519106,0.14350918,-0.09982067,0.0
-0.25885728,0.4070323,0.99920744,0.30016488,0.0398061,-0.95388734,0.14005561,-0.1005904,0.8583167,-3.6340053,0.13708916,-0.09954917,0.0
-0.14853524,0.7633139,0.9987045,0.26020402,0.05088592,-0.96555364,0.14005561,-0.1005904,0.2528385,-0.53951037,0.13385935,-0.099528335,0.0
